FID,geom,efetivacao,id,tipo,latitude,longitude,elevacao,vfr,ifr,timezone,privado,nome,uf
AIRPORT21JUL16.592,MULTIPOINT ((-46.691724827982576 -23.601218822443887)),2011-01-01,SIYU,HP,-23.60167,-46.69194,790,Y,N,C,YES,SÃO PAULO / HELPN Edifício Ronaldo Sampaio Ferreira,SP
AIRPORT21JUL16.593,MULTIPOINT ((-43.34600275480577 -22.99619439690598)),2012-03-08,SIYV,HP,-22.99667,-43.34639,6,Y,N,C,YES,RIO DE JANEIRO / HELPN Mário Henrique Simonsen,RJ
AIRPORT21JUL16.594,MULTIPOINT ((-46.69422494189243 -23.61094133685936)),2012-01-20,SIYZ,HP,-23.61139,-46.69444,785,Y,N,C,YES,SÃO PAULO / HELPN Condomínio Edifício Berrini 1681,SP
AIRPORT21JUL16.595,MULTIPOINT ((-47.1234141699921 -22.99620134808597)),2012-01-20,SIZE,HP,-22.99667,-47.12361,677,N,N,C,YES,CAMPINAS / HELPN Copperstell Bimetálicos,SP
AIRPORT21JUL16.596,MULTIPOINT ((-48.44709365138901 -20.97892195299024)),2012-01-20,SIZJ,HP,-20.97944,-48.44722,570,Y,N,C,YES,BEBEDOURO / HELPN Faz. Santa Zélia,SP
AIRPORT21JUL16.597,MULTIPOINT ((-44.117159514535686 -19.959165445749157)),2011-05-01,SIZV,HP,-19.95972,-44.1175,962,N,N,C,YES,BETIM / HELPN Sada,MG
AIRPORT21JUL16.598,MULTIPOINT ((-47.56176991377939 -22.69535963787067)),2011-12-15,SIZY,HP,-22.69583,-47.56194,541,Y,N,C,YES,PIRACICABA / HELPN Coopersucar - CTC,SP
AIRPORT21JUL16.599,MULTIPOINT ((-46.72505976132349 -23.65316487071639)),2011-01-01,SJAN,HP,-23.65361,-46.72528,740,Y,N,C,YES,SÃO PAULO / HELPN Grupo Santander Banespa-Panamérica Park,SP
AIRPORT21JUL16.600,MULTIPOINT ((-47.79511661583068 -21.228928501554282)),2011-12-15,SNQY,HP,-21.22944,-47.79528,649,N,N,C,YES,RIBEIRÃO PRETO / HELPN Colina Verde,SP
AIRPORT21JUL16.601,MULTIPOINT ((-54.54212423849282 -25.47294401986419)),2011-05-01,SSFY,HP,-25.47333,-54.54194,229,Y,N,C,YES,FOZ DO IGUAÇU / HELPN Furnas Centrais Elétricas,PR
AIRPORT21JUL16.602,MULTIPOINT ((-46.703114340826616 -23.572051293256433)),2012-01-20,SSQJ,HP,-23.5725,-46.70333,773,Y,N,C,YES,SÃO PAULO / HELPN COMPANY,SP
AIRPORT21JUL16.603,MULTIPOINT ((-46.67533513825557 -23.588718421053958)),2012-01-20,SNXJ,HP,-23.58917,-46.67556,808,Y,N,C,YES,SÃO PAULO / HELPN Juscelino Plaza,SP
AIRPORT21JUL16.604,MULTIPOINT ((-47.477597884650564 -23.556218481529495)),2011-01-01,SSGV,HP,-23.55667,-47.47778,634,N,N,C,YES,VOTORANTIM / HELPN Sorocred,SP
AIRPORT21JUL16.605,MULTIPOINT ((-54.398228180547896 -25.612670806335352)),2011-05-01,SSHS,HP,-25.61306,-54.39806,206,N,N,C,YES,FOZ DO IGUAÇU / HELPN Helisul IV,PR
AIRPORT21JUL16.606,MULTIPOINT ((-46.55921826182111 -23.53566110726904)),2011-01-01,SSQV,HP,-23.53611,-46.55944,771,Y,N,C,YES,SÃO PAULO / HELPN UNICID - Universidade Cidade de São Paulo,SP
AIRPORT21JUL16.607,MULTIPOINT ((-46.878687247125946 -17.17715084870499)),2011-12-15,SNIQ,HP,-17.17778,-46.87889,730,N,N,C,YES,PARACATU / HELPN Morro do Ouro II,MG
AIRPORT21JUL16.608,MULTIPOINT ((-36.82128902928095 -5.381599073084531)),2012-01-20,SNJY,HP,-5.3825,-36.82194,22,Y,N,C,YES,ALTO DO RODRIGUES / HELPN Termoaçu,RN
AIRPORT21JUL16.609,MULTIPOINT ((-54.59323789402421 -25.42016453071128)),2011-05-01,SSHY,HP,-25.42056,-54.59306,175,N,N,C,YES,FOZ DO IGUAÇU / HELPN Itaipú,PR
AIRPORT21JUL16.610,MULTIPOINT ((-46.83450974873232 -23.639275714224052)),2011-05-01,SNXZ,HP,-23.63972,-46.83472,767,N,N,C,YES,EMBU / HELPN Garça Branca,SP
AIRPORT21JUL16.611,MULTIPOINT ((-38.47303179789416 -3.831016560659974)),2011-05-01,SNYG,HP,-3.83194,-38.47361,5,Y,N,C,YES,FORTALEZA / HELPN Naturágua,CE
AIRPORT21JUL16.612,MULTIPOINT ((-48.90739255406409 -23.25343294665946)),2011-10-20,SNKA,HP,-23.25389,-48.9075,622,Y,N,C,YES,AVARÉ / HELPN Faz. Perto D`Água,SP
AIRPORT21JUL16.613,MULTIPOINT ((-46.93812680896805 -23.175095315427683)),2011-12-15,SNRF,HP,-23.17556,-46.93833,724,Y,N,C,YES,JUNDIAÍ / HELPN Ecofabril,SP
AIRPORT21JUL16.614,MULTIPOINT ((-54.18821541774264 -24.07929028865663)),2015-03-05,SSGY,AD,-24.07972,-54.18806,271,P,,C,NO,GUAÍRA / Guaíra,PR
AIRPORT21JUL16.615,MULTIPOINT ((-50.35107882372917 -9.574194002257855)),2015-03-05,SSTF,AD,-9.575,-50.35111,230,N,,C,YES,SANTANA DO ARAGUAIA / Faz. Santa Fé,PA
AIRPORT21JUL16.616,MULTIPOINT ((-47.50009944723869 -23.236208929664222)),2015-03-05,SWZF,HP,-23.23667,-47.50028,529,Y,,C,YES,PORTO FELIZ / HELPN Haras Recanto dos Gypsies,SP
AIRPORT21JUL16.617,MULTIPOINT ((-43.922982897045976 -20.160003920054137)),2015-03-05,SDNF,HP,-20.16056,-43.92333,1293,Y,,C,YES,NOVA LIMA / HELPN Agéo Fazenda Capitão do Mato,MG
AIRPORT21JUL16.618,MULTIPOINT ((-44.54580973714774 -4.582978517883556)),2015-03-05,SWRF,AD,-4.58389,-44.54611,43,N,,C,YES,PEDREIRAS / Francisco Ramalho,MA
AIRPORT21JUL16.619,MULTIPOINT ((-60.28432813696647 -13.6315007315471)),2015-04-02,SJPC,AD,-13.63222,-60.28389,237,N,N,D,YES,COMODORO / Faz. Paredão,MT
AIRPORT21JUL16.620,MULTIPOINT ((-49.69993130580609 -25.51628054990211)),2015-04-30,SDUE,AD,-25.51667,-49.7,1020,P,,C,YES,BALSA NOVA / Faz. Thália,PR
AIRPORT21JUL16.621,MULTIPOINT ((-55.62550338181984 -19.659994276976473)),2015-04-30,SNZC,AD,-19.66056,-55.62528,120,,,D,YES,AQUIDAUANA / Faz. Cervinho,MS
AIRPORT21JUL16.622,MULTIPOINT ((-58.04227738392268 -13.328441538056499)),2015-05-28,SDWJ,AD,-13.32917,-58.04194,504,N,N,D,YES,CAMPO NOVO DO PARECIS / Faz. São Sebastião,MT
AIRPORT21JUL16.623,MULTIPOINT ((-51.038888949344695 -22.0733988516882)),2015-05-28,SIGY,AD,-22.07389,-51.03889,455,N,N,C,YES,MARTINÓPOLIS / Faz. Guadiana,SP
AIRPORT21JUL16.624,MULTIPOINT ((-46.38587620007273 -23.531771844973573)),2015-04-30,SDEF,HP,-23.53222,-46.38611,796,Y,,C,YES,FERRAZ DE VASCONCELOS / HELPN Eco Fly,SP
AIRPORT21JUL16.625,MULTIPOINT ((-44.290520860872185 -2.500439166871555)),2015-04-30,SWFT,HP,-2.50139,-44.29083,70,P,,C,YES,SÃO LUÍS / HELPN Office Tower,MA
AIRPORT21JUL16.626,MULTIPOINT ((-49.14351406122721 -25.256549872802168)),2015-04-30,SJGS,HP,-25.25694,-49.14361,968,Y,,C,YES,BOCAIÚVA DO SUL / HELPN Aerosigma Helicentro,PR
AIRPORT21JUL16.627,MULTIPOINT ((-35.36566750035888 -5.767993369055535)),2015-04-30,SBSG,AD,-5.76889,-35.36639,83,Y,Y,C,NO,SÃO GONÇALO DO AMARANTE / Governador Aluízio Alves,RN
AIRPORT21JUL16.628,MULTIPOINT ((-34.84814109688958 -7.845253705491106)),2015-05-28,SJQR,HP,-7.84611,-34.84889,57,Y,,C,YES,IGARASSU / HELPN Rincão do Céu,PE
AIRPORT21JUL16.629,MULTIPOINT ((-59.96457955255246 -3.0315593968681163)),2015-05-28,SIAM,HP,-3.0325,-59.96417,113,Y,,D,YES,MANAUS / HELPN Francisca Mendes,AM
AIRPORT21JUL16.630,MULTIPOINT ((-51.202230253607105 -18.232180691821675)),2015-05-28,SWXK,AD,-18.23278,-51.20222,655,N,N,C,YES,APARECIDA DO RIO DOCE / Faz. Santa Thereza,GO
AIRPORT21JUL16.631,MULTIPOINT ((-47.358708236770674 -19.36443166202602)),2015-05-28,SSZK,AD,-19.365,-47.35889,1060,N,,C,YES,PERDIZES / Faz. Água Santa,MG
AIRPORT21JUL16.632,MULTIPOINT ((-46.54949521673315 -23.729000232224156)),2015-03-05,SWQV,HP,-23.72944,-46.54972,772,Y,,C,YES,SÃO BERNARDO DO CAMPO / HELPN Volkswagen,SP
AIRPORT21JUL16.633,MULTIPOINT ((-57.42085450967172 -8.862787208954206)),2015-03-05,SWRP,AD,-8.86361,-57.42056,137,N,,D,YES,APIACÁS / Pousada Santa Rosa,MT
AIRPORT21JUL16.634,MULTIPOINT ((-44.870825525635915 -1.8607053104080815)),2015-03-05,SISN,AD,-1.86167,-44.87111,38,N,N,C,YES,CURURUPU/ Monte das Oliveiras (Comandante Sérgio),MA
AIRPORT21JUL16.635,MULTIPOINT ((-51.610304684811645 -9.307243767824433)),2015-04-02,SIFX,AD,-9.30806,-51.61028,300,N,,C,YES,SÃO FÉLIX DO XINGU / Faz. Patropi,PA
AIRPORT21JUL16.636,MULTIPOINT ((-55.35909336369655 -11.753130061145875)),2015-04-02,SIMN,AD,-11.75389,-55.35889,367,N,N,D,YES,SINOP / Aviação Agrícola Manain,MT
AIRPORT21JUL16.637,MULTIPOINT ((-56.552486627968875 -15.083485481136176)),2015-04-02,SJOP,AD,-15.08417,-56.55222,227,,,D,YES,ROSÁRIO OESTE / Faz. Panflora,MT
AIRPORT21JUL16.638,MULTIPOINT ((-50.33218867449691 -12.82121189003485)),2015-04-02,SDPH,AD,-12.82194,-50.33222,214,Y,,C,YES,SÃO MIGUEL DO ARAGUAIA / Faz. Piratininga,GO
AIRPORT21JUL16.639,MULTIPOINT ((-46.67783531947174 -23.55566187599432)),2011-01-01,SNID,HP,-23.55611,-46.67806,926,Y,N,C,YES,SÃO PAULO / HELPN Instituto Dr. Arnaldo,SP
AIRPORT21JUL16.640,MULTIPOINT ((-38.208297439515555 -4.022686524422636)),2012-01-20,SNCM,HP,-4.02361,-38.20889,6,N,N,C,YES,CASCAVEL / HELPN Caponga,CE
AIRPORT21JUL16.641,MULTIPOINT ((-51.51641382825175 -27.175500619797713)),2011-12-15,SNIM,HP,-27.17583,-51.51639,646,N,N,C,YES,JOAÇABA / HELPN Pegoraro Joacaba,SC
AIRPORT21JUL16.642,MULTIPOINT ((-41.02311421296363 -21.6467048053702)),2012-01-20,SJWF,HP,-21.64722,-41.02361,5,Y,N,C,YES,SÃO JOÃO DA BARRA / HELPN Mima,RJ
AIRPORT21JUL16.643,MULTIPOINT ((-43.9552071394175 -19.96249856285386)),2012-01-20,SNCR,HP,-19.96306,-43.95556,1044,Y,N,C,YES,BELO HORIZONTE / HELPN Viganó I,MG
AIRPORT21JUL16.644,MULTIPOINT ((-46.70255860159694 -23.668998643937876)),2011-01-01,SJWJ,HP,-23.66944,-46.70278,739,Y,N,C,YES,SÃO PAULO / HELPN HPE,SP
AIRPORT21JUL16.645,MULTIPOINT ((-38.50831123975492 -3.738514906062929)),2012-01-20,SJWK,HP,-3.73944,-38.50889,40,Y,N,C,YES,FORTALEZA / HELPN FIEC,CE
AIRPORT21JUL16.646,MULTIPOINT ((-44.20160094545239 -23.033697471092015)),2012-01-20,SJWR,HP,-23.03417,-44.20194,105,Y,N,C,YES,ANGRA DOS REIS / HELPN Heligalo,RJ
AIRPORT21JUL16.647,MULTIPOINT ((-46.839510222323504 -23.501493806922422)),2012-01-20,SJYN,HP,-23.50194,-46.83972,819,Y,N,C,YES,BARUERI / HELPN Centro Empresarial Araguaia II - CEA II,SP
AIRPORT21JUL16.648,MULTIPOINT ((-48.85016637060868 -24.516804521734233)),2011-05-01,SJYV,HP,-24.51722,-48.85028,903,N,N,C,YES,APIAÍ / HELPN Cauê-Apiaí,SP
AIRPORT21JUL16.649,MULTIPOINT ((-45.273065884008204 -3.7304624696011586)),2011-05-01,SJTX,HP,-3.73139,-45.27333,55,N,N,C,YES,BELA VISTA DO MARANHÃO / HELPN Faz. Nelore,MA
AIRPORT21JUL16.650,MULTIPOINT ((-46.655611959554015 -23.56371764601682)),2011-01-01,SJTY,HP,-23.56417,-46.65583,905,Y,N,C,YES,SÃO PAULO / HELPN Tivoli Morfarrej,SP
AIRPORT21JUL16.651,MULTIPOINT ((-53.123162681645425 -25.57155961659886)),2011-05-01,SJYX,HP,-25.57194,-53.12306,378,N,N,C,YES,CRUZEIRO DO IGUAÇU / HELPN Foz do Chopim,PR
AIRPORT21JUL16.652,MULTIPOINT ((-47.55926896347987 -23.331489613107202)),2011-12-15,SNGL,HP,-23.33194,-47.55944,594,Y,N,C,YES,PORTO FELIZ / HELPN Boa Vista,SP
AIRPORT21JUL16.653,MULTIPOINT ((-46.87506752022279 -23.53455040585679)),2011-05-01,SJUE,HP,-23.535,-46.87528,785,N,N,C,YES,BARUERI / HELPN Ecological Center,SP
AIRPORT21JUL16.654,MULTIPOINT ((-47.972907877178486 -15.910174977963738)),2012-01-20,SJWY,HP,-15.91083,-47.97306,1135,Y,N,C,YES,BRASÍLIA / HELPN Parkway,DF
AIRPORT21JUL16.655,MULTIPOINT ((-46.33059485913778 -23.957895692809206)),2011-12-15,SJZI,HP,-23.95833,-46.33083,32,Y,N,C,YES,SANTOS / HELPN Monte Carmelo,SP
AIRPORT21JUL16.656,MULTIPOINT ((-46.84478852555675 -23.33982231947486)),2012-01-20,SNGZ,HP,-23.34028,-46.845,970,Y,N,C,YES,CAJAMAR / HELPN Bardahl,SP
AIRPORT21JUL16.657,MULTIPOINT ((-44.25079681066156 -2.4840499659922237)),2012-01-20,SNHA,HP,-2.485,-44.25111,38,Y,N,C,YES,SÃO LUÍS / HELPN Comandante Endeel Gabriel,MA
AIRPORT21JUL16.658,MULTIPOINT ((-51.88837278361728 0.8571211692880361)),2011-01-01,SJUF,HP,0.85611,-51.88833,136,N,N,C,YES,PEDRA BRANCA DO AMAPARI / HELPN Silvestre,AP
AIRPORT21JUL16.659,MULTIPOINT ((-46.69005809487418 -23.59344080562944)),2011-01-01,SJWZ,HP,-23.59389,-46.69028,872,Y,N,C,YES,SÃO PAULO / HELPN E-Tower,SP
AIRPORT21JUL16.660,MULTIPOINT ((-45.529445895989504 -22.69757906721011)),2012-01-20,SJZJ,HP,-22.69806,-45.52972,1592,Y,N,C,YES,CAMPOS DO JORDÃO / HELPN Villa Dória,SP
AIRPORT21JUL16.661,MULTIPOINT ((-46.003362055150745 -20.63974304366079)),2012-01-20,SJXD,HP,-20.64028,-46.00361,793,N,N,C,YES,CAPITÓLIO / HELPN Escarpas,MG
AIRPORT21JUL16.662,MULTIPOINT ((-39.25501212904791 -3.222117120305932)),2011-01-01,SJXF,HP,-3.22306,-39.25556,10,Y,N,C,YES,TRAIRI / HELPN Aloisio Ximenes de Farias Junior,CE
AIRPORT21JUL16.663,MULTIPOINT ((-46.68366890032433 -23.58344049649167)),2012-01-20,SJZU,HP,-23.58389,-46.68389,790,Y,N,C,YES,SÃO PAULO / HELPN Seculum,SP
AIRPORT21JUL16.664,MULTIPOINT ((-39.01111205136114 -3.401286888742958)),2011-12-15,SNHB,HP,-3.40222,-39.01167,6,Y,N,C,YES,PARACURU / HELPN Base de Paracuru,CE
AIRPORT21JUL16.665,MULTIPOINT ((-47.81651156342346 -15.772949200474647)),2012-01-20,SNHF,HP,-15.77361,-47.81667,1004,Y,N,C,YES,BRASÍLIA / HELPN Figaro,DF
AIRPORT21JUL16.666,MULTIPOINT ((-49.31907865382721 -25.195159177595418)),2011-12-15,SJUT,HP,-25.19556,-49.31917,934,N,N,C,YES,RIO BRANCO DO SUL / HELPN Cimento Rio Branco,PR
AIRPORT21JUL16.667,MULTIPOINT ((-46.69728071574388 -23.572606861698635)),2011-01-01,SJXK,HP,-23.57306,-46.6975,863,Y,N,C,YES,SÃO PAULO / HELPN Eldorado,SP
AIRPORT21JUL16.668,MULTIPOINT ((-42.815174073904274 -5.056875671981552)),2011-01-01,SJXL,HP,-5.05778,-42.81556,76,Y,N,C,YES,TERESINA / HELPN Hospital de Clínicas de Teresina (HCT),PI
AIRPORT21JUL16.669,MULTIPOINT ((-47.294811248073266 -23.297877192131242)),2011-12-15,SJZV,HP,-23.29833,-47.295,621,Y,N,C,YES,ITU / HELPN Terra de São José,SP
AIRPORT21JUL16.670,MULTIPOINT ((-47.04479931463367 -22.857308253659998)),2012-01-20,SJUW,HP,-22.85778,-47.045,716,Y,N,C,YES,CAMPINAS / HELPN CPFL Sede,SP
AIRPORT21JUL16.671,MULTIPOINT ((-44.15298739313378 -23.038141936072652)),2011-05-01,SJXO,HP,-23.03861,-44.15333,5,Y,N,C,YES,MANGARATIBA / HELPN HP Padilha,RJ
AIRPORT21JUL16.672,MULTIPOINT ((-36.38376956797249 -5.126593921717179)),2011-05-01,SNHI,HP,-5.1275,-36.38444,15,Y,N,C,YES,GUAMARÉ / HELPN POLO Industrial,RN
AIRPORT21JUL16.673,MULTIPOINT ((-43.851307126969985 -22.47590260467412)),2011-05-01,SJUX,HP,-22.47639,-43.85167,360,Y,N,C,YES,BARRA DO PIRAÍ / HELPN MBP - Metalúrgica Barra do Piraí,RJ
AIRPORT21JUL16.674,MULTIPOINT ((-46.566718328987236 -23.71455537877626)),2012-01-20,SNQH,HP,-23.715,-46.56694,794,Y,N,C,YES,SÃO BERNARDO DO CAMPO / HELPN Wheaton,SP
AIRPORT21JUL16.675,MULTIPOINT ((-34.98259327672006 -8.43637646756985)),2012-10-18,SNQK,HP,-8.43722,-34.98334,12,Y,N,C,YES,IPOJUCA / HELPN Muro Alto Beach Resort,PE
AIRPORT21JUL16.676,MULTIPOINT ((-46.70811460032672 -23.567606726971512)),2012-01-20,SSQE,HP,-23.56806,-46.70833,733,Y,N,C,YES,SÃO PAULO / HELPN TV Mundial I,SP
AIRPORT21JUL16.677,MULTIPOINT ((-44.071601736134504 -19.95360965579008)),2012-03-08,SNXC,HP,-19.95417,-44.07194,987,Y,N,C,YES,BETIM / HELPN Viganó 2,MG
AIRPORT21JUL16.678,MULTIPOINT ((-50.95027343031116 -21.327821766638742)),2012-03-08,SIIF,HP,-21.32833,-50.95028,360,Y,N,C,YES,VALPARAÍSO / HELPN Valparaíso,SP
AIRPORT21JUL16.679,MULTIPOINT ((-46.698669601373915 -23.61677485130132)),2012-01-20,SIGZ,HP,-23.61722,-46.69889,864,Y,N,C,YES,SÃO PAULO / HELPN Represa,SP
AIRPORT21JUL16.680,MULTIPOINT ((-46.6861690550768 -23.566217761356516)),2011-01-01,SIIH,HP,-23.56667,-46.68639,836,Y,N,C,YES,SÃO PAULO / HELPN Torre 2000,SP
AIRPORT21JUL16.681,MULTIPOINT ((-44.46522532423771 -23.004252714791054)),2012-03-08,SIIO,HP,-23.00472,-44.46556,48,Y,N,C,YES,ANGRA DOS REIS / HELPN Itaorna,RJ
AIRPORT21JUL16.682,MULTIPOINT ((-47.28592269939761 -22.7317492858591)),2014-10-16,SIBT,HP,-22.73222,-47.28611,610,Y,N,C,YES,AMERICANA / HELPN Transportadora Americana II,SP
AIRPORT21JUL16.683,MULTIPOINT ((-60.43849019572223 -3.0885046997853776)),2011-05-01,SIHA,HP,-3.08944,-60.43806,30,N,N,D,YES,IRANDUBA / HELPN Hotel Ariau Amazon Towers,AM
AIRPORT21JUL16.684,MULTIPOINT ((-47.36175888305655 -23.42482551651029)),2011-01-01,SDZD,HP,-23.42528,-47.36194,591,Y,N,C,YES,SOROCABA / HELPN ABB Sorocaba,SP
AIRPORT21JUL16.685,MULTIPOINT ((-47.2864787519999 -22.388405877922956)),2011-05-01,SICC,HP,-22.38889,-47.28667,630,Y,N,C,YES,ARARAS / HELPN Faz. Campo Alto,SP
AIRPORT21JUL16.686,MULTIPOINT ((-46.64616714805861 -23.500660183825214)),2011-01-01,SIEP,HP,-23.50111,-46.64639,791,Y,N,C,YES,SÃO PAULO / HELPN Riachuelo/Matriz,SP
AIRPORT21JUL16.687,MULTIPOINT ((-46.63866694697202 -23.39482367448445)),2011-05-01,SIAA,HP,-23.39528,-46.63889,1015,N,N,C,YES,MAIRIPORÃ/HELPN Aeroandrés,SP
AIRPORT21JUL16.688,MULTIPOINT ((-41.445912994939995 -21.578092998055336)),2012-01-20,SICD,HP,-21.57861,-41.44639,40,N,N,C,YES,CARDOSO MOREIRA / HELPN Mima 2,RJ
AIRPORT21JUL16.689,MULTIPOINT ((-45.1702610898061 -22.785636560235357)),2011-05-01,SIAE,HP,-22.78611,-45.17056,540,Y,N,C,YES,GUARATINGUETÁ / HELPN BASF Guaratinguetá,SP
AIRPORT21JUL16.690,MULTIPOINT ((-44.44244644949344 -22.985918797306148)),2012-03-08,SICL,HP,-22.98639,-44.44278,24,Y,N,C,YES,ANGRA DOS REIS / HELPN Praia da Piraquara,RJ
AIRPORT21JUL16.691,MULTIPOINT ((-47.686220678572866 -22.63202457380949)),2011-12-15,SIER,HP,-22.6325,-47.68639,508,N,N,C,YES,PIRACICABA / HELPN Cosan,SP
AIRPORT21JUL16.692,MULTIPOINT ((-46.621999097131 -23.597885286003855)),2011-01-01,SIHD,HP,-23.59833,-46.62222,757,Y,N,C,YES,SÃO PAULO / HELPN Divena,SP
AIRPORT21JUL16.693,MULTIPOINT ((-34.981757131765924 -8.434431984172484)),2011-05-01,SIAL,HP,-8.43528,-34.9825,12,Y,N,C,YES,IPOJUCA / HELPN Summerville,PE
AIRPORT21JUL16.694,MULTIPOINT ((-46.625055182279986 -23.37704534612349)),2011-05-01,SICR,HP,-23.3775,-46.62528,810,N,N,C,YES,MAIRIPORÃ / HELPN Cantareira,SP
AIRPORT21JUL16.695,MULTIPOINT ((-48.692938061032834 -22.372851190252998)),2011-12-15,SIEU,HP,-22.37333,-48.69306,440,Y,N,C,YES,JAÚ / HELPN Diamante,SP
AIRPORT21JUL16.696,MULTIPOINT ((-43.9118716999822 -19.95277598115359)),2012-01-20,SIEY,HP,-19.95333,-43.91222,1166,Y,N,C,YES,BELO HORIZONTE / HELPN Palácio das Mangabeiras,MG
AIRPORT21JUL16.697,MULTIPOINT ((-43.408783718696384 -22.97813845940823)),2011-12-15,SIHL,HP,-22.97861,-43.40917,10,Y,N,C,YES,RIO DE JANEIRO / HELPN Rio Centro,RJ
AIRPORT21JUL16.698,MULTIPOINT ((-38.43303000370294 -3.80073820709362)),2011-05-01,SIHM,HP,-3.80167,-38.43361,10,Y,N,C,YES,FORTALEZA / HELPN Dragão do Ar,CE
AIRPORT21JUL16.699,MULTIPOINT ((-38.60080230464121 -12.73786281232198)),2011-05-01,SIAT,HP,-12.73861,-38.60139,5,N,N,C,YES,MADRE DE DEUS / HELPN Temadre,BA
AIRPORT21JUL16.700,MULTIPOINT ((-44.68468022744436 -23.22287073466485)),2012-01-20,SIFB,HP,-23.22333,-44.685,2,Y,N,C,YES,PARATI / HELPN Sítio Canhanheiro,RJ
AIRPORT21JUL16.701,MULTIPOINT ((-43.924094557905455 -19.934719960707245)),2012-09-20,SIFG,HP,-19.93528,-43.92444,1002,Y,N,C,YES,BELO HORIZONTE / HELPN Life Center,MG
AIRPORT21JUL16.702,MULTIPOINT ((-47.10619108279371 -22.996201326627478)),2012-01-20,SICT,HP,-22.99667,-47.10639,622,Y,N,C,YES,CAMPINAS / HELPN Elektro,SP
AIRPORT21JUL16.703,MULTIPOINT ((-60.020971051546894 -3.0915604798385807)),2011-05-01,SIFI,HP,-3.0925,-60.02056,100,Y,N,D,YES,MANAUS / HELPN Amazonas Business Hotel,AM
AIRPORT21JUL16.704,MULTIPOINT ((-47.29064439123721 -23.283710101377864)),2011-12-15,SIHO,HP,-23.28417,-47.29083,634,Y,N,C,YES,ITU / HELPN Kia,SP
AIRPORT21JUL16.705,MULTIPOINT ((-46.292259519237206 -23.996785699435655)),2011-05-01,SICV,HP,-23.99722,-46.2925,2,N,N,C,YES,GUARUJÁ / HELPN Porto Marina Asturias,SP
AIRPORT21JUL16.706,MULTIPOINT ((-38.45301708951772 -12.983145759569563)),2011-12-15,SICX,HP,-12.98389,-38.45361,106,Y,N,C,YES,SALVADOR / HELPN Edifício Salvador Trade Center,BA
AIRPORT21JUL16.707,MULTIPOINT ((-46.65172287300569 -23.563995418807743)),2011-01-01,SIBB,HP,-23.56444,-46.65194,895,Y,N,C,YES,SÃO PAULO / HELPN Edifício Comendador Alberto Bonfiglioli,SP
AIRPORT21JUL16.708,MULTIPOINT ((-38.53109006676814 -3.7176812104217696)),2011-05-01,SIBE,HP,-3.71861,-38.53167,5,N,N,C,YES,FORTALEZA / HELPN Marina Park,CE
AIRPORT21JUL16.709,MULTIPOINT ((-48.028743952640845 -15.828506298772453)),2012-01-20,SIHQ,HP,-15.82917,-48.02889,1145,Y,N,C,YES,BRASÍLIA / HELPN Águas Claras,DF
AIRPORT21JUL16.710,MULTIPOINT ((-46.65561196208871 -23.56399542834761)),2012-03-08,SIBG,HP,-23.56444,-46.65583,877,Y,N,C,YES,SÃO PAULO / HELPN Banco Induscred,SP
AIRPORT21JUL16.711,MULTIPOINT ((-46.65533415618318 -23.57288458356846)),2011-01-01,SICZ,HP,-23.57333,-46.65556,806,Y,N,C,YES,SÃO PAULO / HELPN Edifício Comercial Lorena,SP
AIRPORT21JUL16.712,MULTIPOINT ((-46.69422499781196 -23.577329217057287)),2011-01-01,SIFZ,HP,-23.57778,-46.69444,766,Y,N,C,YES,SÃO PAULO / HELPN Hungria 1100,SP
AIRPORT21JUL16.713,MULTIPOINT ((-46.736727188272255 -23.546217235619345)),2011-01-01,SIBH,HP,-23.54667,-46.73694,737,Y,N,C,YES,SÃO PAULO / HELPN Helicidade,SP
AIRPORT21JUL16.714,MULTIPOINT ((-48.63126257983843 -28.041639167145544)),2011-05-01,SIGB,HP,-28.04194,-48.63139,52,Y,N,C,YES,GAROPABA / HELPN Morma II,SC
AIRPORT21JUL16.715,MULTIPOINT ((-47.94456415151688 -24.974873408076498)),2012-01-20,SIGC,HP,-24.97528,-47.94472,7,Y,N,C,YES,CANANÉIA / HELPN Porto Cubatão,SP
AIRPORT21JUL16.716,MULTIPOINT ((-46.692002677141055 -23.569273416254138)),2011-01-01,SIHS,HP,-23.56972,-46.69222,823,Y,N,C,YES,SÃO PAULO / HELPN Edifício Faria Lima Premium,SP
AIRPORT21JUL16.717,MULTIPOINT ((-44.352997486882956 -23.001752405170844)),2012-03-08,SIHT,HP,-23.00222,-44.35333,68,Y,N,C,YES,ANGRA DOS REIS / HELPN Tanguá,RJ
AIRPORT21JUL16.718,MULTIPOINT ((-46.70422560800087 -23.510938352780222)),2011-01-01,SIDE,HP,-23.51139,-46.70444,743,Y,N,C,YES,SÃO PAULO / HELPN Polícia Federal,SP
AIRPORT21JUL16.719,MULTIPOINT ((-46.59200053932556 -21.77255381199225)),2011-12-15,SIHU,HP,-21.77306,-46.59222,1196,Y,N,C,YES,POÇOS DE CALDAS / HELPN Unimed,MG
AIRPORT21JUL16.720,MULTIPOINT ((-48.458213710354116 -1.4365312396908194)),2011-05-01,SIBL,HP,-1.4375,-48.45833,51,N,N,C,YES,BELÉM / HELPN Clínica Porto Dias,PA
