FID,geom,efetivacao,id,tipo,latitude,longitude,elevacao,vfr,ifr,timezone,privado,nome,uf
AIRPORT21JUL16.721,MULTIPOINT ((-46.624499294983046 -23.555384011673752)),2012-01-20,SIDL,HP,-23.55583,-46.62472,754,Y,N,D,YES,SÃO PAULO / HELPN Deus é Amor,SP
AIRPORT21JUL16.722,MULTIPOINT ((-46.44393483525792 -23.445658242916636)),2011-05-01,SIGK,HP,-23.44611,-46.44417,807,Y,N,C,YES,GUARULHOS / HELPN CD Guarulhos,SP
AIRPORT21JUL16.723,MULTIPOINT ((-46.58005251004599 -23.61649689109218)),2011-12-15,SIBM,HP,-23.61694,-46.58028,738,Y,N,C,YES,SÃO CAETANO DO SUL / HELPN Hangar ABC,SP
AIRPORT21JUL16.724,MULTIPOINT ((-44.290772122421714 -23.01480821703973)),2012-01-20,SIDQ,HP,-23.01528,-44.29111,109,Y,N,C,YES,ANGRA DOS REIS / HELPN das Quaresmas,RJ
AIRPORT21JUL16.725,MULTIPOINT ((-46.81339780637458 -23.495104699896107)),2011-05-01,SIBQ,HP,-23.49556,-46.81361,758,N,N,C,YES,BARUERI / HELPN WT Technology Park,SP
AIRPORT21JUL16.726,MULTIPOINT ((-43.178494651462756 -22.90869142027613)),2011-12-15,SIDT,HP,-22.90917,-43.17889,123,Y,N,C,YES,RIO DE JANEIRO / HELPN Edise,RJ
AIRPORT21JUL16.727,MULTIPOINT ((-46.661723445472354 -23.52316087894658)),2011-01-01,SIGV,HP,-23.52361,-46.66194,735,Y,N,C,YES,SÃO PAULO / HELPN Rede Record,SP
AIRPORT21JUL16.728,MULTIPOINT ((-52.955929546242864 -22.485910346650055)),2012-03-08,SSXG,HP,-22.48639,-52.95583,266,N,N,C,YES,ROSANA / HELPN Usina Hidrelétrica de Porto Primavera,SP
AIRPORT21JUL16.729,MULTIPOINT ((-46.642833530345676 -23.572606784405014)),2011-01-01,SDOC,HP,-23.57306,-46.64306,861,Y,N,C,YES,SÃO PAULO / HELPN Hospital do Coração,SP
AIRPORT21JUL16.730,MULTIPOINT ((-46.461157735167674 -23.55316148760819)),2012-01-20,SDYO,HP,-23.55361,-46.46139,818,Y,N,C,YES,SÃO PAULO / HELPN Hospital Santa Marcelina,SP
AIRPORT21JUL16.731,MULTIPOINT ((-43.19349654283146 -22.507568659475925)),2012-01-20,SIFK,HP,-22.50806,-43.19389,839,Y,N,C,YES,PETRÓPOLIS / HELPN Hospital Santa Teresa,RJ
AIRPORT21JUL16.732,MULTIPOINT ((-34.89730960735961 -8.05081329502783)),2012-01-20,SSUP,HP,-8.05167,-34.89806,41,Y,N,C,YES,RECIFE / HELPN Hospital Santa Joana,PE
AIRPORT21JUL16.733,MULTIPOINT ((-47.91623291450788 -22.000339682627178)),2012-01-20,SWZX,HP,-22.00083,-47.91639,821,Y,N,C,YES,SÃO CARLOS / HELPN Opto,SP
AIRPORT21JUL16.734,MULTIPOINT ((-48.857942940408215 -26.26241477959335)),2011-12-15,SWZZ,HP,-26.26278,-48.85806,12,Y,N,C,YES,JOINVILLE / HELPN Graer,SC
AIRPORT21JUL16.735,MULTIPOINT ((-46.64533365940622 -23.56843999299522)),2012-01-20,SIHK,HP,-23.56889,-46.64556,873,Y,N,C,YES,SÃO PAULO / HELPN Hospital Santa Catarina,SP
AIRPORT21JUL16.736,MULTIPOINT ((-39.75778229521116 -19.465252379858452)),2011-12-15,SSXJ,HP,-19.46583,-39.75833,6,Y,N,C,YES,LINHARES / HELPN Unidade de Tratamento de Gás de Cacimbas (UTGC),ES
AIRPORT21JUL16.737,MULTIPOINT ((-46.69505817003323 -23.699555112280787)),2011-01-01,SSYH,HP,-23.7,-46.69528,750,N,N,C,YES,SÃO PAULO/ HELPN Hospital Autódromo José Carlos Pace,SP
AIRPORT21JUL16.738,MULTIPOINT ((-46.64200016340254 -23.5648287699295)),2012-01-20,SDAP,HP,-23.56528,-46.64222,853,Y,N,C,YES,SÃO PAULO / HELPN Hospital Paulistano,SP
AIRPORT21JUL16.739,MULTIPOINT ((-46.64283353641668 -23.568995556088627)),2012-01-20,SIOW,HP,-23.56944,-46.64306,892,Y,N,C,YES,SÃO PAULO / HELPN Hospital Alemão Oswaldo Cruz,SP
AIRPORT21JUL16.740,MULTIPOINT ((-43.20794055132481 -22.911469344526612)),2011-12-15,SWIR,HP,-22.91194,-43.20833,39,Y,N,C,YES,RIO DE JANEIRO / HELPN CCN TORRE NORTE,RJ
AIRPORT21JUL16.741,MULTIPOINT ((-46.66227900842513 -23.53816132927256)),2012-01-20,SDDG,HP,-23.53861,-46.6625,831,Y,N,C,YES,SÃO PAULO / HELPN Hospital Samaritano,SP
AIRPORT21JUL16.742,MULTIPOINT ((-49.39436002045553 -25.576282280570773)),2012-01-20,SSSE,HP,-25.57667,-49.39444,906,N,N,C,YES,ARAUCÁRIA / HELPN Jihad Dehaini,PR
AIRPORT21JUL16.743,MULTIPOINT ((-47.0409096358499 -23.256764542336136)),2012-01-20,SWKD,HP,-23.25722,-47.04111,857,Y,N,C,YES,CABREÚVA / HELPN Portal do Japy,SP
AIRPORT21JUL16.744,MULTIPOINT ((-43.115435991256746 -22.893968602399294)),2012-01-20,SDHD,HP,-22.89444,-43.11583,57,Y,N,C,YES,NITERÓI / HELPN Hospital de Clínicas de Niterói,RJ
AIRPORT21JUL16.745,MULTIPOINT ((-46.65144503770668 -23.59455189512327)),2012-01-20,SDHI,HP,-23.595,-46.65167,782,Y,N,C,YES,SÃO PAULO / HELPN Hospital Gastroclínica,SP
AIRPORT21JUL16.746,MULTIPOINT ((-51.37946270850658 -29.879202471161587)),2012-11-15,SSTC,HP,-29.87944,-51.37944,28,N,N,C,YES,TRIUNFO / HELPN Braskem Unib,RS
AIRPORT21JUL16.747,MULTIPOINT ((-48.845164480825524 -26.282693197288886)),2012-01-20,SIXH,HP,-26.28306,-48.84528,5,Y,N,C,YES,JOINVILLE / HELPN Hospital Unimed,SC
AIRPORT21JUL16.748,MULTIPOINT ((-34.90453211006202 -8.073869307049009)),2011-12-15,SSTT,HP,-8.07472,-34.90528,4,Y,N,C,YES,RECIFE / HELPN Lemon Motel,PE
AIRPORT21JUL16.749,MULTIPOINT ((-43.947151501885244 -19.81777235766699)),2012-01-20,SJCX,HP,-19.81833,-43.9475,799,Y,N,C,YES,BELO HORIZONTE / HELPN Hospital Pronto Socorro de Venda Nova,MG
AIRPORT21JUL16.750,MULTIPOINT ((-44.27913144404025 -2.4954390718789474)),2012-01-20,SWLW,HP,-2.49639,-44.27944,27,Y,N,C,YES,SÃO LUÍS / HELPN Grupo Tático Aéreo,MA
AIRPORT21JUL16.751,MULTIPOINT ((-46.82562061970638 -23.509271801022003)),2012-03-08,SWND,HP,-23.50972,-46.82583,745,N,N,C,YES,BARUERI / HELPN Tamboré S/A,SP
AIRPORT21JUL16.752,MULTIPOINT ((-46.71505934518987 -23.599829923661183)),2012-01-20,SDHV,HP,-23.60028,-46.71528,845,Y,N,C,YES,SÃO PAULO / HELPN Hospital Albert Einstein,SP
AIRPORT21JUL16.753,MULTIPOINT ((-47.26286475612317 -23.606775294106765)),2011-05-01,SSUJ,HP,-23.60722,-47.26306,883,Y,N,C,YES,MAIRINQUE / HELPN Estrada do Iate Clube,SP
AIRPORT21JUL16.754,MULTIPOINT ((-48.066245762525504 -15.822672840091894)),2012-01-20,SJDF,HP,-15.82333,-48.06639,1223,Y,N,C,YES,TAGUATINGA / HELPN Hospital Anchieta,DF
AIRPORT21JUL16.755,MULTIPOINT ((-47.685944181227455 -21.533937118476704)),2011-12-15,SWNY,HP,-21.53444,-47.68611,620,Y,N,C,YES,LUÍS ANTÔNIO / HELPN Faz. Canaã,SP
AIRPORT21JUL16.756,MULTIPOINT ((-47.06757816987491 -22.903698543223914)),2012-01-20,SDHZ,HP,-22.90417,-47.06778,733,N,N,C,YES,CAMPINAS / HELPN Hospital Vera Cruz,SP
AIRPORT21JUL16.757,MULTIPOINT ((-46.44699049848531 -23.470103424523735)),2011-05-01,SSUN,HP,-23.47056,-46.44722,755,N,N,C,YES,GUARULHOS / HELPN Terminal Petrobrás-Guarulhos,SP
AIRPORT21JUL16.758,MULTIPOINT ((-46.33031807103965 -23.408156951591064)),2012-03-08,SSUO,HP,-23.40861,-46.33056,805,Y,N,C,YES,ARUJÁ / HELPN Unifly,SP
AIRPORT21JUL16.759,MULTIPOINT ((-34.89703179248194 -8.063035751790933)),2012-01-20,SJHB,HP,-8.06389,-34.89778,68,Y,N,C,YES,RECIFE / HELPN Real Hospital Português,PE
AIRPORT21JUL16.760,MULTIPOINT ((-46.68811364860015 -23.533439004309916)),2012-05-03,SJRQ,HP,-23.53389,-46.68833,824,Y,N,C,YES,SÃO PAULO / HELPN Hospital São Camilo Pompéia,SP
AIRPORT21JUL16.761,MULTIPOINT ((-46.698114018047285 -23.614552561785793)),2011-01-01,SWOU,HP,-23.615,-46.69833,785,Y,N,C,YES,SÃO PAULO / HELPN Rede Globo 2,SP
AIRPORT21JUL16.762,MULTIPOINT ((-46.6725572203092 -23.58982956345525)),2012-01-20,SDJU,HP,-23.59028,-46.67278,773,Y,N,C,YES,SÃO PAULO / HELPN Hospital São Luiz,SP
AIRPORT21JUL16.763,MULTIPOINT ((-46.70311431040909 -23.590385173360758)),2012-01-20,SDJW,HP,-23.59083,-46.70333,778,Y,N,C,YES,SÃO PAULO / HELPN Hospital Cidade Jardim,SP
AIRPORT21JUL16.764,MULTIPOINT ((-34.89425388190666 -8.06609136056047)),2012-01-20,SNHY,HP,-8.06694,-34.895,48,Y,N,C,YES,RECIFE / HELPN Hospital Esperança,PE
AIRPORT21JUL16.765,MULTIPOINT ((-46.390599633206904 -22.974533043927536)),2011-12-15,SWQB,HP,-22.975,-46.39083,865,Y,N,C,YES,PIRACAIA / HELPN Hahn,SP
AIRPORT21JUL16.766,MULTIPOINT ((-37.79411167063946 -4.456305218596593)),2012-03-08,SSWJ,HP,-4.45722,-37.79472,17,Y,N,C,YES,FORTIM / HELPN Studart,CE
AIRPORT21JUL16.767,MULTIPOINT ((-43.3643403320649 -21.78088148835901)),2012-01-20,SNJX,HP,-21.78139,-43.36472,846,Y,N,C,YES,JUIZ DE FORA / HELPN Hospital Monte Sinai,MG
AIRPORT21JUL16.768,MULTIPOINT ((-38.979998992505934 -4.237135451607109)),2011-05-01,SWQF,HP,-4.23806,-38.98056,930,Y,N,C,YES,GUARAMIRANGA / HELPN Miguel Dias III,CE
AIRPORT21JUL16.769,MULTIPOINT ((-47.77900965225386 -15.911841553137897)),2012-03-08,SWSW,HP,-15.9125,-47.77917,36,Y,N,C,YES,BRASÍLIA / HELPN PCDF,DF
AIRPORT21JUL16.770,MULTIPOINT ((-46.66894597905181 -23.557606367701425)),2011-01-01,SDKY,HP,-23.55806,-46.66917,841,Y,N,C,YES,SÃO PAULO / HELPN Hospital das Clínicas,SP
AIRPORT21JUL16.771,MULTIPOINT ((-51.20917584501589 -30.026152012506905)),2014-10-16,SSHM,HP,-30.02639,-51.20917,82,Y,N,C,YES,PORTO ALEGRE / HELPN Hospital Moinhos de Vento,RS
AIRPORT21JUL16.772,MULTIPOINT ((-47.6603852725679 -23.25759863841497)),2012-01-20,SWUF,HP,-23.25806,-47.66056,630,Y,N,C,YES,BOITUVA / HELPN Cervejaria Petrópolis,SP
AIRPORT21JUL16.773,MULTIPOINT ((-48.98378533485264 -23.20232036172299)),2011-10-20,SWUG,HP,-23.20278,-48.98389,602,N,N,C,YES,AVARÉ / HELPN Represa Avaré,SP
AIRPORT21JUL16.774,MULTIPOINT ((-34.83730759974497 -7.6624724181997115)),2011-05-01,SNCD,HP,-7.66333,-34.83806,5,Y,N,C,YES,GOIANA / HELPN Catuama,PE
AIRPORT21JUL16.775,MULTIPOINT ((-40.60558993967706 -22.677010637529822)),2011-05-01,SBEC,HP,-22.6775,-40.60611,37,N,N,C,YES,MACAÉ / Plataforma P-15,RJ
AIRPORT21JUL16.776,MULTIPOINT ((-56.39331499831434 -17.12937047143527)),2012-09-20,SSNE,AD,-17.13,-56.39306,118,N,N,D,YES,BARÃO DE MELGAÇO / Santa Maria,MT
AIRPORT21JUL16.777,MULTIPOINT ((-51.5041901186298 -22.77480829266888)),2012-09-20,SSUW,AD,-22.77528,-51.50417,448,N,N,C,YES,CENTENÁRIO DO SUL / Faz. Palmeiras,PR
AIRPORT21JUL16.778,MULTIPOINT ((-46.857566748422414 -23.46510385766801)),2015-01-08,SSIK,HP,-23.46556,-46.85778,770,Y,N,C,YES,SANTANA DE PARNAÍBA / HELPN Vivo,SP
AIRPORT21JUL16.779,MULTIPOINT ((-52.18616846648456 -21.856447905653337)),2012-04-05,SWHR,AD,-21.85694,-52.18611,280,N,N,C,YES,PRESIDENTE EPITÁCIO / Estância Rio Paraná,SP
AIRPORT21JUL16.780,MULTIPOINT ((-41.93398965490446 -22.487842548171084)),2011-12-15,SJUY,HP,-22.48833,-41.93444,10,Y,N,C,YES,RIO DAS OSTRAS / HELPN Sinal Empreendimentos,RJ
AIRPORT21JUL16.781,MULTIPOINT ((-46.694224942355 -23.61066355051901)),2012-01-20,SJXP,HP,-23.61111,-46.69444,786,Y,N,C,YES,SÃO PAULO / HELPN Alice Maria Sampaio Ferreira,SP
AIRPORT21JUL16.782,MULTIPOINT ((-46.780063341856994 -23.15426114679656)),2011-12-15,SNAQ,HP,-23.15472,-46.78028,820,Y,N,C,YES,JARINU / HELPN Elisa,SP
AIRPORT21JUL16.783,MULTIPOINT ((-44.052989851255 -19.890552332802855)),2012-05-03,SNHN,HP,-19.89111,-44.05333,888,Y,N,C,YES,CONTAGEM / HELPN EFAI,MG
AIRPORT21JUL16.784,MULTIPOINT ((-46.791453175277574 -22.920365336994806)),2012-01-20,SJUZ,HP,-22.92083,-46.79167,916,Y,N,C,YES,MORUNGABA / HELPN Santo Aleixo,SP
AIRPORT21JUL16.785,MULTIPOINT ((-43.94409543523264 -19.980832373551376)),2011-12-15,SNBH,HP,-19.98139,-43.94444,1168,Y,N,C,YES,NOVA LIMA / HELPN Biocor,MG
AIRPORT21JUL16.786,MULTIPOINT ((-46.59588961177341 -21.7797762451378)),2011-12-15,SNHT,HP,-21.78028,-46.59611,1184,N,N,C,YES,POÇOS DE CALDAS / HELPN Togni,MG
AIRPORT21JUL16.787,MULTIPOINT ((-46.40809979162904 -23.3881564715321)),2011-05-01,SNHV,HP,-23.38861,-46.40833,808,Y,N,C,YES,GUARULHOS / HELPN Vaska,SP
AIRPORT21JUL16.788,MULTIPOINT ((-45.54389097772063 -22.742858191081876)),2012-01-20,SJVE,HP,-22.74333,-45.54417,1729,Y,N,C,YES,CAMPOS DO JORDÃO / HELPN VR Campos do Jordão,SP
AIRPORT21JUL16.789,MULTIPOINT ((-46.416988025003015 -24.00956405932215)),2011-12-15,SJXR,HP,-24.01,-46.41722,52,Y,N,C,YES,PRAIA GRANDE / HELPN  B. Cao Viño,SP
AIRPORT21JUL16.790,MULTIPOINT ((-60.060417304943975 -3.0915604642963044)),2011-05-01,SNHZ,HP,-3.0925,-60.06,65,Y,N,D,YES,MANAUS / HELPN Palácio do Governo do Estado do Amazonas,AM
AIRPORT21JUL16.791,MULTIPOINT ((-35.679008523584834 -9.60390097031948)),2011-05-01,SJVG,HP,-9.60472,-35.67972,0,Y,N,C,YES,MACEIÓ / HELPN Jacarecica,AL
AIRPORT21JUL16.792,MULTIPOINT ((-38.5005331134348 -3.728514719676201)),2012-05-31,SJVH,HP,-3.72944,-38.50111,84,Y,N,C,YES,FORTALEZA / HELPN Condomínio Mansão Macedo,CE
AIRPORT21JUL16.793,MULTIPOINT ((-44.19243360582181 -23.120644454548643)),2012-03-08,SJXT,HP,-23.12111,-44.19278,5,Y,N,C,YES,ANGRA DOS REIS / HELPN Iguassu,RJ
AIRPORT21JUL16.794,MULTIPOINT ((-44.29882811442264 -23.003141220738726)),2012-03-08,SJXY,HP,-23.00361,-44.29917,2,Y,N,C,YES,ANGRA DOS REIS / HELPN Piratas Mall,RJ
AIRPORT21JUL16.795,MULTIPOINT ((-39.916391508677634 -22.108936558891248)),2011-05-01,SBLB,HP,-22.10944,-39.91694,22,N,N,C,YES,MACAÉ / Plataforma P-25,RJ
AIRPORT21JUL16.796,MULTIPOINT ((-40.08973240120846 -22.356721967872723)),2012-06-28,SBMM,HP,-22.35722,-40.09028,38,N,N,C,YES,MACAÉ / Plataforma P-20,RJ
AIRPORT21JUL16.797,MULTIPOINT ((-54.94604207468729 -29.89947787937588)),2012-11-15,SSCQ,AD,-29.89972,-54.94583,87,Y,N,C,MIL,CACEQUI / Saicã,RS
AIRPORT21JUL16.798,MULTIPOINT ((-47.31148145214534 -21.26448457794737)),2012-01-20,SWHI,HP,-21.265,-47.31167,817,Y,,C,YES,CAJURU / HELPN Gold Meat,SP
AIRPORT21JUL16.799,MULTIPOINT ((-49.08378773828303 -26.487699941185735)),2012-01-20,SWLO,HP,-26.48806,-49.08389,60,Y,N,C,YES,JARAGUÁ DO SUL / HELPN Hospital São José,SC
AIRPORT21JUL16.800,MULTIPOINT ((-52.367561734794926 -2.6834989398186595)),2012-04-05,SWQY,AD,-2.68444,-52.3675,117,N,N,C,YES,PORTO DE MOZ / Faz. Peturú,PA
AIRPORT21JUL16.801,MULTIPOINT ((-48.04873876343337 -22.71619407992633)),2012-05-03,SSPZ,AD,-22.71667,-48.04889,556,N,N,C,YES,PIRACICABA/Faz.Redenção,SP
AIRPORT21JUL16.802,MULTIPOINT ((-51.16278447336801 -30.028096526611186)),2012-05-03,SWSE,HP,-30.02833,-51.16278,100,Y,N,C,YES,PORTO ALEGRE/ HELPN Iguatemi Corporate,RS
AIRPORT21JUL16.803,MULTIPOINT ((-61.08936416836174 -12.6817552124852)),2012-09-20,SIWO,AD,-12.6825,-61.08889,345,N,N,D,YES,CHUPINGUAIA / Faz. Juliana,RO
AIRPORT21JUL16.804,MULTIPOINT ((-49.06573085805563 -26.92299173939566)),2012-09-20,SSCZ,HP,-26.92333,-49.06583,47,Y,N,C,YES,BLUMENAU/ HELPN Hospital Santa Isabel,SC
AIRPORT21JUL16.805,MULTIPOINT ((-46.532272274760665 -23.64288650680171)),2012-10-18,SDDA,HP,-23.64333,-46.5325,778,N,N,C,YES,SANTO ANDRÉ / HELPN Deputado Abid Chammas,SP
AIRPORT21JUL16.806,MULTIPOINT ((-48.54571596818367 -10.181984703469992)),2012-10-18,SWEJ,AD,-10.18278,-48.54583,301,N,,C,YES,PORTO NACIONAL/Associação Tocantinense de Aviação,TO
AIRPORT21JUL16.807,MULTIPOINT ((-46.83589892150126 -23.50760510110223)),2013-02-07,SJOL,HP,-23.50806,-46.83611,720,Y,N,C,YES,BARUERI / HELPN RS Morizono,SP
AIRPORT21JUL16.808,MULTIPOINT ((-38.37858299693736 -3.9387962317610916)),2012-05-03,SJCM,AD,-3.93972,-38.37917,23,N,N,C,YES,AQUIRAZ / Catuleve,CE
AIRPORT21JUL16.809,MULTIPOINT ((-57.01473781429743 -19.478042867447762)),2012-09-20,SSJX,AD,-19.47861,-57.01444,46,N,N,D,YES,CORUMBÁ / São Bento,MS
AIRPORT21JUL16.810,MULTIPOINT ((-59.79235144087007 -6.472736310766785)),2012-09-20,SNDG,AD,-6.47361,-59.79194,112,N,N,D,YES,BORBA / Aldeia,AM
AIRPORT21JUL16.811,MULTIPOINT ((-46.73811620327004 -23.51454961840618)),2012-01-20,SJSI,HP,-23.515,-46.73833,733,Y,N,C,YES,SÃO PAULO / HELPN Transportadora Americana,SP
AIRPORT21JUL16.812,MULTIPOINT ((-46.85673334148774 -23.484548882749156)),2012-01-20,SNMY,HP,-23.485,-46.85694,838,Y,N,C,YES,BARUERI / HELPN MEDIC LIFE,SP
AIRPORT21JUL16.813,MULTIPOINT ((-51.595027092878354 -17.502161370488768)),2012-05-03,SWQC,AD,-17.50278,-51.595,952,N,N,C,YES,RIO VERDE / Faz. São Francisco,GO
AIRPORT21JUL16.814,MULTIPOINT ((-46.98757476812566 -22.48618615406705)),2012-05-03,SSTR,HP,-22.48667,-46.98778,660,Y,N,C,YES,MOGI-MIRIM / HELPN Aurora,SP
AIRPORT21JUL16.815,MULTIPOINT ((-48.106808378462695 -3.1610078203404846)),2012-05-31,SWNU,AD,-3.16194,-48.10694,43,N,N,C,YES,IPIXUNA DO PARÁ/ Faz. Maringá,PA
AIRPORT21JUL16.816,MULTIPOINT ((-38.53331231908497 -3.8201830716677274)),2012-09-20,SWHV,HP,-3.82111,-38.53389,33,Y,N,C,YES,FORTALEZA / HELPN Construtora G. E. F.,CE
AIRPORT21JUL16.817,MULTIPOINT ((-47.13341481425614 -22.897865115746182)),2012-09-20,SDOJ,HP,-22.89833,-47.13361,599,Y,N,C,YES,CAMPINAS/ HELPN Basalto Base 5,SP
AIRPORT21JUL16.818,MULTIPOINT ((-47.3892602457029 -23.44482614590528)),2012-01-20,SWWS,HP,-23.44528,-47.38944,616,N,N,C,YES,SOROCABA / HELPN Sorocaba Business Park,SP
AIRPORT21JUL16.819,MULTIPOINT ((-55.69716557472434 -12.592871328325984)),2012-01-20,SSAC,AD,-12.59361,-55.69694,375,N,N,D,YES,SORRISO / Faz. Nova Jerusalém,MT
AIRPORT21JUL16.820,MULTIPOINT ((-36.0556928756431 -9.31306253742979)),2012-03-08,SNWP,AD,-9.31389,-36.05639,80,N,N,C,YES,MURICI / Laginha,AL
AIRPORT21JUL16.821,MULTIPOINT ((-48.925445639219305 -27.082441253675466)),2012-01-20,SIKB,HP,-27.08278,-48.92556,47,Y,N,C,YES,BRUSQUE / HELPN Kekafly I,SC
AIRPORT21JUL16.822,MULTIPOINT ((-53.66096139068599 -18.31329308965942)),2012-05-31,SWHM,AD,-18.31389,-53.66083,410,N,N,D,YES,ALCINÓPOLIS / Faz. Glória,MS
AIRPORT21JUL16.823,MULTIPOINT ((-38.50247764401705 -3.7340703776484543)),2012-09-20,SWGH,HP,-3.735,-38.50306,117,Y,N,C,YES,FORTALEZA / HELPN Corporate Plaza Business Center,CE
AIRPORT21JUL16.824,MULTIPOINT ((-45.689179765780715 -20.71141124780621)),2012-10-18,SDIC,AD,-20.71194,-45.68944,810,N,,C,YES,FORMIGA/Faz.Capão Seco,MG
AIRPORT21JUL16.825,MULTIPOINT ((-49.325467699586106 -25.431555466378992)),2012-03-08,SWTT,HP,-25.43194,-49.32556,951,Y,N,C,YES,CURITIBA / HELPN Supermax,PR
AIRPORT21JUL16.826,MULTIPOINT ((-56.21024320073693 -9.970311931924368)),2012-01-20,SNOL,AD,-9.97111,-56.21,305,N,N,D,YES,ALTA FLORESTA / Agropecuária Mariana,MT
AIRPORT21JUL16.827,MULTIPOINT ((-48.59571244954722 -20.585022058639066)),2012-01-20,SNBA,AD,-20.58556,-48.59583,579,Y,Y,C,NO,BARRETOS / Chafei Amsei,SP
AIRPORT21JUL16.828,MULTIPOINT ((-51.54641417265392 -21.141705305615407)),2012-05-31,SIOC,AD,-21.14222,-51.54639,396,N,N,C,YES,NOVA INDEPENDÊNCIA/Santo Expedito,SP
AIRPORT21JUL16.829,MULTIPOINT ((-47.85067105115657 -24.529026212713312)),2012-05-31,SIFP,HP,-24.52944,-47.85083,35,Y,N,C,YES,REGISTRO / HELPN EPCCO,SP
AIRPORT21JUL16.830,MULTIPOINT ((-39.661697363006 -3.0890593699856295)),2012-01-20,SJXI,AD,-3.09,-39.66222,16,N,N,C,YES,AMONTADA / Bomar,CE
AIRPORT21JUL16.831,MULTIPOINT ((-44.789975468962936 -17.0121440016567)),2012-04-05,SITI,AD,-17.01278,-44.79028,524,N,,C,YES,LAGOA DOS PATOS / Faz. Baluarte,MG
AIRPORT21JUL16.832,MULTIPOINT ((-48.958514588298605 -2.8971140301455733)),2012-05-31,SIJA,AD,-2.89806,-48.95861,54,N,N,C,YES,TAILÂNDIA/Maca Aero,PA
AIRPORT21JUL16.833,MULTIPOINT ((-54.08126384546736 -22.59619049477839)),2012-10-18,SDAJ,AD,-22.59667,-54.08111,382,N,,D,YES,JATEÍ/Faz. Recanto,MS
AIRPORT21JUL16.834,MULTIPOINT ((-54.66407122292919 -22.889531867245243)),2012-10-18,SJYC,AD,-22.89,-54.66389,305,N,,D,YES,JUTI/ Faz. Yvy-Pita,MS
AIRPORT21JUL16.835,MULTIPOINT ((-58.6500871995498 -15.381267625999728)),2012-04-05,SNDA,AD,-15.38194,-58.64972,237,N,N,D,YES,FIGUEIRÓPOLIS D?OESTE / Faz. Vale Formoso,MT
AIRPORT21JUL16.836,MULTIPOINT ((-61.047410777394234 -7.983598766621792)),2012-05-03,SIEW,AD,-7.98444,-61.04694,85,N,N,D,YES,NOVO ARIPUANÃ/ Areia Branca,AM
AIRPORT21JUL16.837,MULTIPOINT ((-43.28766647580515 -23.008139045704972)),2012-06-28,SWKK,HP,-23.00861,-43.28806,100,Y,N,C,YES,RIO DE JANEIRO / HELPN Huck,RJ
AIRPORT21JUL16.838,MULTIPOINT ((-43.18127256693607 -22.908691424167614)),2012-05-31,SIGP,HP,-22.90917,-43.18167,151,Y,N,C,YES,RIO DE JANEIRO / HELPN Rio-Bravo,RJ
AIRPORT21JUL16.839,MULTIPOINT ((-61.77661106217205 -8.008876204745418)),2012-10-18,SDDE,AD,-8.00972,-61.77611,65,N,,D,YES,MANICORÉ/Faz. Dois Irmãos,AM
AIRPORT21JUL16.840,MULTIPOINT ((-45.55944733020755 -22.731746783619553)),2012-04-05,SWQA,HP,-22.73222,-45.55972,1707,Y,N,C,YES,CAMPOS DO JORDÃO / HELPN Bonini,SP
AIRPORT21JUL16.841,MULTIPOINT ((-48.76267144197285 -7.316645780465617)),2012-05-03,SNHC,AD,-7.3175,-48.76278,208,N,Y,C,YES,ARAGUAINA / Faz. Alvorada,TO
AIRPORT21JUL16.842,MULTIPOINT ((-50.01411781316305 -13.737344687120652)),2012-10-18,SDFI,AD,-13.73806,-50.01417,276,N,,C,YES,MUNDO NOVO/Faz. Rio Crixás,GO
AIRPORT21JUL16.843,MULTIPOINT ((-50.853323525843074 -29.41696439057522)),2012-05-03,SWGY,HP,-29.41722,-50.85333,665,Y,N,C,YES,GRAMADO / HELPN Sierra Móveis Gramado,RS
AIRPORT21JUL16.844,MULTIPOINT ((-52.734803635089726 -14.901539460252865)),2012-05-03,SWIH,AD,-14.90222,-52.73472,413,N,N,D,YES,NOVO SÃO JOAQUIM / Faz. Felicidade,MT
AIRPORT21JUL16.845,MULTIPOINT ((-35.087316905580764 -8.713604303428882)),2012-06-28,SWIC,HP,-8.71444,-35.08806,8,N,,C,YES,TAMANDARÉ/HELPN Carneiros Beach Resort,PE
AIRPORT21JUL16.846,MULTIPOINT ((-43.46406490073475 -22.74452064487489)),2012-10-18,SDJP,HP,-22.745,-43.46444,51,Y,,C,YES,NOVA IGUAÇU/ HELPN Iguaçu,RJ
AIRPORT21JUL16.847,MULTIPOINT ((-55.069914038217824 -13.121217501317025)),2012-10-18,SWPA,AD,-13.12194,-55.06972,434,N,,D,YES,NOVA UBIRATÃ/ Faz. Futura,MT
AIRPORT21JUL16.848,MULTIPOINT ((-52.0472716793586 -18.864141968577464)),2012-04-05,SISK,AD,-18.86472,-52.04722,638,N,N,C,YES,APORÉ / Faz. Cimal,GO
AIRPORT21JUL16.849,MULTIPOINT ((-51.71586660268428 -19.096648345589283)),2012-04-05,SNAA,AD,-19.09722,-51.71583,470,N,N,C,YES,APORÉ / Faz. Da Barra,GO
AIRPORT21JUL16.850,MULTIPOINT ((-47.89401527273276 -15.7943386817933)),2012-05-03,SNCN,HP,-15.795,-47.89417,1175,Y,Y,C,YES,BRASÍLIA / HELPN Parque Cidade,DF
